iter,lr,train_loss,grad_norm
0,4.997501249375313e-08,4.191171228885651,1.0480560270380854
5,2.998500749625188e-07,4.2051854729652405,1.0714810081806452
10,5.497251374312844e-07,4.195892810821533,1.05242698546671
15,7.9960019990005e-07,4.196895658969879,1.0703610527370082
20,1.0494752623688158e-06,4.194916784763336,1.058370923192943
25,1.2993503248375813e-06,4.188674092292786,1.063149495492521
30,1.549225387306347e-06,4.194794297218323,1.0534071616318197
35,1.7991004497751125e-06,4.183487296104431,1.0702263406729784
40,2.048975512243878e-06,4.189822673797607,1.075564890822894
45,2.2988505747126437e-06,4.1793060302734375,1.0948228248558145
50,2.5487256371814095e-06,4.185598790645599,1.1037145381778086
55,2.7986006996501747e-06,4.186350703239441,1.1093030094240854
60,3.048475762118941e-06,4.181376099586487,1.1150707965798747
65,3.298350824587706e-06,4.180302023887634,1.1182477578701024
70,3.548225887056472e-06,4.16961282491684,1.1412283855148726
75,3.7981009495252376e-06,4.173591732978821,1.1466559658568123
80,4.047976011994003e-06,4.169016480445862,1.1536218590988063
85,4.297851074462769e-06,4.166647493839264,1.167011089696879
90,4.547726136931534e-06,4.152933061122894,1.1961047700932246
95,4.7976011994003e-06,4.151880145072937,1.2175023709738853
100,5.0474762618690665e-06,4.149218201637268,1.242791816724238
105,5.297351324337831e-06,4.144719243049622,1.2467417862630017
110,5.547226386806597e-06,4.137625694274902,1.2954314583218305
115,5.797101449275362e-06,4.128950536251068,1.305049024798963
120,6.0469765117441285e-06,4.130299687385559,1.3402717639175457
125,6.296851574212894e-06,4.1142624616622925,1.3557112962654414
130,6.546726636681659e-06,4.1073742508888245,1.3965765099745264
135,6.796601699150425e-06,4.10231351852417,1.4290361366693882
140,7.046476761619191e-06,4.0985822677612305,1.4675249496810694
145,7.296351824087956e-06,4.080367684364319,1.489687505027918
150,7.546226886556722e-06,4.070263504981995,1.533631677530883
155,7.796101949025488e-06,4.068593084812164,1.5334471102578908
160,8.045977011494253e-06,4.058682918548584,1.56051902179891
165,8.295852073963019e-06,4.052019119262695,1.5692007850464376
170,8.545727136431784e-06,4.051932692527771,1.6042128563393678
175,8.795602198900551e-06,4.028717577457428,1.5921231073212896
180,9.045477261369316e-06,4.018050730228424,1.598073313624319
185,9.295352323838081e-06,3.993963301181793,1.6051441454570987
190,9.545227386306848e-06,4.006756842136383,1.5949259069321078
195,9.795102448775612e-06,3.982263207435608,1.5837823458813352
200,1.0044977511244377e-05,3.9936721324920654,1.5486994943741086
205,1.0294852573713144e-05,3.9582571387290955,1.539952393107626
210,1.054472763618191e-05,3.955230414867401,1.4947947769626218
215,1.0794602698650675e-05,3.9369088411331177,1.4986390364421511
220,1.1044477761119442e-05,3.940904140472412,1.4634331418278501
225,1.1294352823588207e-05,3.9215248823165894,1.4375680858584006
230,1.1544227886056972e-05,3.922617733478546,1.4122460938730264
235,1.1794102948525738e-05,3.9105528593063354,1.396735437291922
240,1.2043978010994503e-05,3.9039748907089233,1.3807876881213648
245,1.2293853073463268e-05,3.897027373313904,1.3492958261517267
250,1.2543728135932035e-05,3.879568874835968,1.3462766948638782
255,1.27936031984008e-05,3.8912424445152283,1.3201065717745402
260,1.3043478260869566e-05,3.8682106137275696,1.3128386735815956
265,1.3293353323338331e-05,3.8637906312942505,1.295714577775507
270,1.3543228385807098e-05,3.8603347539901733,1.2804131555836333
275,1.3793103448275863e-05,3.842707574367523,1.292899098273761
280,1.4042978510744627e-05,3.8514071702957153,1.2634560454883612
285,1.4292853573213394e-05,3.8307127356529236,1.2725506246234968
290,1.454272863568216e-05,3.8383251428604126,1.2568338596463002
295,1.4792603698150924e-05,3.835946023464203,1.2460417163111246
300,1.5042478760619691e-05,3.8081860542297363,1.2630249046708983
